4.50000	-0.24714446	-0.24476347	-0.20913586	-0.20859073	-0.20602692	-0.20541172	-0.20388009	-0.18324829	-0.18158943	-0.17774996	-0.17557398	-0.16321842	-0.16170350	-0.16133430	-0.15860948	-0.15695739	-0.15588472	-0.15562630	-0.15073932	-0.14813344	-0.14813002
4.60000	-0.25627508	-0.25392966	-0.21757949	-0.21716763	-0.21516469	-0.21455576	-0.21237027	-0.19368194	-0.19038059	-0.18601236	-0.18398269	-0.17313096	-0.17158598	-0.17109751	-0.16862673	-0.16653897	-0.16559171	-0.16522293	-0.16040180	-0.15763244	-0.15666813
4.70000	-0.26413507	-0.26175767	-0.22505921	-0.22439435	-0.22290218	-0.22236967	-0.21961791	-0.20288088	-0.19787422	-0.19289734	-0.19108971	-0.18182361	-0.18022695	-0.17954667	-0.17734009	-0.17487119	-0.17403069	-0.17358939	-0.16892582	-0.16601073	-0.16532214
4.80000	-0.27094372	-0.26847189	-0.23171813	-0.23065686	-0.22949965	-0.22893502	-0.22583876	-0.21104486	-0.20430554	-0.19866442	-0.19709913	-0.18949565	-0.18782027	-0.18689572	-0.18495986	-0.18215084	-0.18140685	-0.18092194	-0.17646127	-0.17343155	-0.17292804
4.90000	-0.27687937	-0.27425188	-0.23764671	-0.23618552	-0.23528738	-0.23430392	-0.23120855	-0.21832843	-0.20987528	-0.20344469	-0.20225881	-0.19630086	-0.19452711	-0.19331659	-0.19165976	-0.18854765	-0.18788868	-0.18738176	-0.18314314	-0.18003091	-0.17965137
5.10000	-0.28668938	-0.28357932	-0.24761269	-0.24546704	-0.24476155	-0.24260434	-0.23994083	-0.23072097	-0.21903223	-0.21098891	-0.21030350	-0.20778027	-0.20578861	-0.20389878	-0.20284377	-0.19921668	-0.19869159	-0.19819176	-0.19440376	-0.19121178	-0.19096524
5.20000	-0.29078574	-0.28734690	-0.25179798	-0.24951265	-0.24849773	-0.24591086	-0.24351505	-0.23600633	-0.22285559	-0.21411291	-0.21331528	-0.21263156	-0.21054474	-0.20828117	-0.20753920	-0.20368027	-0.20321460	-0.20274109	-0.19916954	-0.19596222	-0.19575541
5.30000	-0.29445088	-0.29062860	-0.25553465	-0.25310676	-0.25182922	-0.24880020	-0.24667024	-0.24077661	-0.22629210	-0.21716682	-0.21680051	-0.21573493	-0.21481503	-0.21219834	-0.21171856	-0.20767701	-0.20725911	-0.20682431	-0.20345899	-0.20025760	-0.20007206
5.40000	-0.29774928	-0.29349059	-0.25888021	-0.25630901	-0.25482492	-0.25134554	-0.24946922	-0.24508489	-0.22940515	-0.22100493	-0.21949626	-0.21864767	-0.21772259	-0.21580195	-0.21536506	-0.21126527	-0.21088673	-0.21050253	-0.20733228	-0.20415460	-0.20397591
5.50000	-0.30073935	-0.29599126	-0.26188881	-0.25929323	-0.25742277	-0.25360313	-0.25196324	-0.24897505	-0.23224353	-0.22457381	-0.22226255	-0.22167353	-0.21938907	-0.21916947	-0.21851424	-0.21448174	-0.21414652	-0.21382565	-0.21084059	-0.20768798	-0.20751703
5.60000	-0.30345715	-0.29817355	-0.26459541	-0.26197284	-0.25979132	-0.25561972	-0.25419362	-0.25248507	-0.23484314	-0.22781615	-0.22538078	-0.22382342	-0.22229337	-0.22129968	-0.22073168	-0.21737688	-0.21707993	-0.21683533	-0.21402543	-0.21091052	-0.21073723
5.70000	-0.30593902	-0.30007695	-0.26703607	-0.26442568	-0.26192664	-0.25743164	-0.25619421	-0.25564605	-0.23723255	-0.23076491	-0.22824764	-0.22579187	-0.22510243	-0.22380578	-0.22186017	-0.21998009	-0.21971114	-0.21956488	-0.21692240	-0.21385120	-0.21367109
5.80000	-0.30821303	-0.30173088	-0.26924002	-0.26668203	-0.26385668	-0.25907123	-0.25847976	-0.25799295	-0.23943695	-0.23344939	-0.23085846	-0.22787094	-0.22739583	-0.22605764	-0.22282740	-0.22231226	-0.22212081	-0.22200599	-0.21956140	-0.21653682	-0.21634778
5.90000	-0.31030223	-0.30316539	-0.27123132	-0.26876642	-0.26560553	-0.26105715	-0.26051743	-0.25961205	-0.24147005	-0.23589591	-0.23323496	-0.23017381	-0.22913849	-0.22811167	-0.22445216	-0.22436924	-0.22421525	-0.22348246	-0.22196619	-0.21899580	-0.21879129
6.00000	-0.31222568	-0.30440130	-0.27303117	-0.27069741	-0.26719286	-0.26332350	-0.26186451	-0.26107133	-0.24335141	-0.23812654	-0.23539720	-0.23232347	-0.23073439	-0.22997815	-0.22641001	-0.22636219	-0.22608433	-0.22418817	-0.22411569	-0.22124014	-0.22102243
6.10000	-0.31399743	-0.30545642	-0.27465594	-0.27247023	-0.26865001	-0.26535089	-0.26308000	-0.26238617	-0.24509329	-0.24016067	-0.23736314	-0.23429227	-0.23224538	-0.23167572	-0.22828135	-0.22811286	-0.22773797	-0.22616687	-0.22465430	-0.22329004	-0.22305911
6.20000	-0.31563693	-0.30635470	-0.27612756	-0.27415252	-0.26994603	-0.26714454	-0.26418238	-0.26357014	-0.24670386	-0.24201483	-0.23914995	-0.23608942	-0.23368675	-0.23322214	-0.22998827	-0.22969083	-0.22920882	-0.22799029	-0.22517308	-0.22503674	-0.22491482
6.30000	-0.31714792	-0.30710194	-0.27745285	-0.27567952	-0.27114102	-0.26874314	-0.26518179	-0.26463466	-0.24819448	-0.24370393	-0.24077026	-0.23772785	-0.23504724	-0.23463147	-0.23154091	-0.23113066	-0.23052865	-0.22965529	-0.22686810	-0.22660886	-0.22533764
